3
10000 4638 6957
-0.0403085 -0.00103588 0.0855258 
-0.00579885 -0.00531298 0.0624098 
-0.018741 0.0122957 0.0629484 
-0.0862093 0.00782332 0.0863097 
-0.0304253 -0.00100802 0.0367764 
-0.023268 -0.0125 0.041191 
-0.0766276 0.000154964 0.0590038 
-0.0596061 -0.0125 0.0777094 
-0.0469057 -0.00448862 0.0508337 
-0.08502220000000001 0.00304167 0.08875180000000001 
-0.0814362 0.01076 0.0879602 
-0.0292571 0.0092779 0.0369769 
-0.0601402 -0.0125 0.0838221 
-0.08026949999999999 0.00775141 0.0609218 
-0.0573251 0.00577754 0.0541761 
-0.0135286 0.0124933 0.0441077 
-0.0922129 0.00125588 0.0675529 
-0.0407686 -0.0124344 0.07681209999999999 
-0.010832 0.0119465 0.047718 
-0.0445666 -0.00744978 0.0504925 
-0.0270634 0.000884473 0.0379766 
-0.009175890000000001 0.0110569 0.055209 
-0.0801191 -0.00234181 0.0936135 
-0.0255351 0.0125 0.0446509 
-0.0745318 -0.00576225 0.0585126 
-0.0108739 -0.0119631 0.042392 
-0.0123387 -0.00814785 0.0654208 
-0.0410936 0.00678238 0.08562309999999999 
-0.0236843 0.0125 0.0528767 
-0.09018619999999999 0.00220948 0.08239539999999999 
-0.0724852 -0.0125 0.0710228 
-0.0299383 -0.0112592 0.0733249 
-0.07681490000000001 -0.0125 0.0686884 
-0.0155231 -0.00789574  0.038 
-0.07799689999999999 0.000843025 0.09553639999999999 
-0.0834226 -0.012047 0.067334 
-0.00575436 -0.000582907 0.0603297 
-0.00628435 -0.00735106 0.042882 
-0.0935806 -0.000572697 0.0704399 
-0.07748960000000001 0.0125 0.07657 
-0.0490113 -0.00272727 0.09056640000000001 
-0.0792035 0.0104317 0.0907815 
-0.0378099 0.00456403 0.0454981 
-0.0799154 0.00521517 0.09373670000000001 
-0.0144648 0.0125 0.0482356 
-0.0235925 -0.00643251 0.07311620000000001 
-0.0726646 -0.0125 0.0670727 
-0.0428766 0.0125 0.06588720000000001 
-0.0388218 0.0125 0.0675004 
-0.0472544 -0.0122119 0.0572488 
-0.00709887 -0.008932300000000001 0.0445448 
-0.0576009 0.00909913 0.0922545 
-0.0424671 -0.0125 0.061731 
